Front,Back,Tags
Dlaczego za duży kafel może pogorszyć wynik?,"Po dopasowaniu do rozmiaru wejściowego symbole zajmują mniej pikseli, więc model traci szczegóły. Zysk kontekstu nie zawsze to rekompensuje.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Dlaczego za mały kafel może pogorszyć wynik?,Traci szerszy kontekst i częściej przecina długie symbole lub całe systemy.,Bank_37+:_OMR_i_detekcja Bank_37_plus
Co to jest oriented bounding box?,"Ramka lub wielokąt dopasowany do orientacji obiektu, a nie osi obrazu. Lepszy dla ukośnych, cienkich i wydłużonych symboli.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Dlaczego oriented box jest przydatny dla slur i beam?,Axis-aligned box zawiera dużo tła i sąsiednich symboli. Zorientowany wielokąt lepiej opisuje rzeczywistą geometrię.,Bank_37+:_OMR_i_detekcja Bank_37_plus
Co to jest Smooth L1 Loss?,Strata zachowująca się kwadratowo dla małych błędów i liniowo dla dużych. Jest mniej wrażliwa na outliery niż MSE i często używana w regresji boxów.,Bank_37+:_OMR_i_detekcja Bank_37_plus
Jak działają augmentacje geometryczne?,"Zmieniają położenie lub kształt obrazu, np. przez skalę, obrót i perspektywę. Te same transformacje muszą zostać zastosowane do adnotacji.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Jak działają augmentacje fotometryczne?,"Zmieniają wygląd bez zmiany geometrii, np. jasność, kontrast, gamma, szum, blur, JPEG i nierówne oświetlenie.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Co symulują ink spread i ink thinning?,"Rozlewanie i zanikanie atramentu, grubość druku oraz artefakty skanu. Są realizowane operacjami podobnymi do filtrów minimum i maksimum.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Dlaczego augmentacje mogą pogorszyć clean accuracy?,Model przeznacza część pojemności na szerszy rozkład i widzi trudniejsze próbki. Zyskuje odporność kosztem idealnego dopasowania do czystej domeny.,Bank_37+:_OMR_i_detekcja Bank_37_plus
Czym Faster R-CNN różni się od YOLO?,"Faster R-CNN jest dwustopniowy i zwykle dokładniejszy kosztem szybkości. YOLO jest jednostopniowy, szybki i prostszy w inferencji.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Czym jest RetinaNet?,Jednostopniowy detektor wykorzystujący focal loss do ograniczenia dominacji łatwych negatywnych przykładów.,Bank_37+:_OMR_i_detekcja Bank_37_plus
Czym jest FCOS?,"Anchor-free detector, który przewiduje klasę i odległości do granic boxa dla pozycji mapy cech.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Czym jest DETR?,"Detektor oparty na Transformerze i set prediction. Używa stałego zbioru zapytań obiektowych i dopasowania bipartite, ograniczając potrzebę anchors i NMS.",Bank_37+:_OMR_i_detekcja Bank_37_plus
Dlaczego klasyczny DETR może mieć problem z małymi obiektami?,Ma wolną zbieżność i ograniczoną rozdzielczość attention nad mapą cech. Deformable DETR próbkuje wieloskalowe punkty i jest lepszym wariantem dla małych obiektów. 7. Pytania ogólne: Score IR i teoria muzyki,Bank_37+:_OMR_i_detekcja Bank_37_plus
Co to jest pięciolinia?,Zespół pięciu poziomych linii i czterech pól określających pozycję wysokości dźwięków. Znaczenie pozycji zależy od klucza.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest klucz muzyczny?,"Symbol przypisujący konkretną wysokość do linii pięciolinii. Klucz wiolinowy, basowy i C zmieniają mapowanie pozycji na nuty.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest linia dodana?,Krótka linia rozszerzająca pięciolinię dla dźwięków powyżej lub poniżej jej podstawowego zakresu.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Jak pozycja nuty jest zamieniana na wysokość?,"Szacuje się krok względem linii i pól, uwzględnia klucz, linie dodane, znaki przykluczowe i lokalne znaki chromatyczne, a następnie wyznacza nazwę nuty, oktawę i MIDI.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest numer MIDI nuty?,Liczba całkowita reprezentująca wysokość w stroju równomiernie temperowanym. A4 ma numer 69 i częstotliwość 440 Hz.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Jak przeliczyć MIDI na częstotliwość?,f = 440 · 2(m−69)/12. Każde zwiększenie MIDI o 12 podwaja częstotliwość.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest znak chromatyczny?,"Krzyżyk, bemol lub kasownik zmieniający wysokość nuty. Może działać lokalnie w takcie lub być częścią znaku przykluczowego.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest znak przykluczowy?,Zestaw krzyżyków lub bemoli przy kluczu określający domyślne modyfikacje stopni w danej tonacji.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest metrum?,"Organizacja pulsu w takty. Licznik określa liczbę jednostek, a mianownik wartość jednostki, np. 4/4 oznacza cztery ćwierćnuty.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest tempo BPM?,"Liczba uderzeń na minutę. Przy 120 BPM ćwierćnuta, jeżeli jest jednostką pulsu, trwa 0,5 sekundy.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Jak przeliczyć beat na sekundy?,Dla ćwierćnutowego pulsu czas jednego beatu wynosi 60 / BPM sekund. Czas zdarzenia to liczba beatów pomnożona przez czas jednego beatu.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Od czego zależy długość nuty?,"Od typu notehead, obecności stem, flag i beams, augmentation dot, tupletu, tie oraz kontekstu metrum.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Jak działa augmentation dot?,"Dodaje połowę wartości podstawowej. Ćwierćnuta z kropką trwa 1 + 0, 5 = 1, 5 ćwierćnuty.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Jak belki określają rytm?,"Jedna belka zwykle odpowiada ósemkom, dwie szesnastkom itd. Trzeba poprawnie przypisać belkę do laseczek i główek nut.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Czym tie różni się od slur?,Tie łączy nuty tej samej wysokości i sumuje ich czas. Slur oznacza frazowanie lub legato i może łączyć różne wysokości.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest melisma?,Śpiewanie jednej sylaby na kilku nutach. W danych SVS kolejne nuty mogą kontynuować ten sam tekst lub fonem samogłoskowy.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest takt przedtaktowy?,"Niepełny takt na początku utworu, którego czas często uzupełnia ostatni takt. Nie powinien być automatycznie dopełniany do pełnego metrum bez rozpoznania kontekstu.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest polifonia?,"Jednoczesne prowadzenie kilku niezależnych głosów. Utrudnia przypisanie nut do osi czasu, tekstu i poszczególnych partii.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest akord?,Kilka wysokości rozpoczynających się w przybliżeniu jednocześnie. W wokalnym SVS trzeba wybrać pojedynczy głos lub generować kilka ścieżek.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Po co są kreski taktowe?,Wyznaczają granice taktów i pomagają grupować zdarzenia zgodnie z metrum. Mogą być mylone z laseczkami.,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest synthetic rest?,"Pauza dodana przez warstwę naprawczą, aby uzupełnić brakujący czas w takcie. Musi być jawnie oznaczona jako inferencja, a nie detekcja z obrazu.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Dlaczego nadmiarowego czasu w takcie nie należy dowolnie usuwać?,"Nie wiadomo, która nuta jest błędna. Automatyczne usunięcie może zniszczyć poprawną muzykę. Bezpieczniej zapisać ostrzeżenie lub zaproponować ręczną korektę.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest dynamic programming w dopasowaniu tekstu?,"Metoda znajdująca globalnie najtańszą sekwencję przypisań tokenów do nut, uwzględniając koszty dopasowań, pominięć, pauz i melism.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Dlaczego proste przypisanie najbliższego tekstu do nuty może zawieść?,"Tekst może być przesunięty, jedna sylaba może obejmować wiele nut, występują pauzy, kilka zwrotek i błędy OCR. Lokalnie najbliższe przypisanie nie musi być globalnie spójne.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest MusicXML?,"Strukturalny format wymiany zapisu muzycznego opisujący nuty, rytm, takty, głosy, tekst i oznaczenia wykonawcze. Jest bogatszy semantycznie niż MIDI.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Co to jest MIDI?,"Format zdarzeń sterujących: wysokość, początek, koniec, velocity i instrument. Nie przechowuje pełnego wyglądu partytury ani naturalnego audio.",Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Czym MusicXML różni się od MIDI?,MusicXML reprezentuje notację i strukturę partytury. MIDI reprezentuje wykonanie czasowe i komunikaty sterujące. Konwersja pomiędzy nimi może być stratna. 8. Pytania ogólne: audio i SVS,Bank_37+:_Score_IR_i_teoria_muzyki Bank_37_plus
Czym SVS różni się od TTS?,"SVS oprócz tekstu musi realizować jawnie zadaną wysokość, rytm i sposób prowadzenia głosu. Śpiew ma dłuższe samogłoski, szerszy zakres F0, vibrato i inne zależności prozodyczne.",Bank_37+:_audio_i_SVS Bank_37_plus
Co zawiera wejście SVS?,"Fonemy lub sylaby, początek i koniec zdarzenia, wysokość nuty, pauzy, voiced, głos, styl, tempo oraz opcjonalne cechy wykonawcze.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego stosuje się fonemy zamiast słów?,"Fonemy pozwalają generować nowe słowa, dokładniej sterować wymową i czasem poszczególnych głosek oraz lepiej dopasować tekst do nut.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest grafem?,"Jednostka zapisu, np. litera lub znak. Relacja grafem–fonem nie jest jednoznaczna, szczególnie w języku angielskim.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest fonem?,Najmniejsza jednostka dźwiękowa rozróżniająca znaczenie. Model SVS wykorzystuje tokeny fonemowe jako reprezentację wymowy.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest G2P?,Grapheme-to-phoneme: algorytm lub model zamieniający zapis słowa na sekwencję fonemów.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest ARPAbet?,ASCII-owa reprezentacja angielskich fonemów używana m.in. w CMU Pronouncing Dictionary. Samogłoski mogą zawierać oznaczenie akcentu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest CMUdict?,Słownik wymowy angielskich słów zapisanych w ARPAbet. Pomaga uzyskać poprawniejsze fonemy niż proste reguły literowe.,Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego samogłoski otrzymują więcej czasu niż spółgłoski?,"W śpiewie samogłoska niesie podtrzymywaną wysokość i energię, natomiast większość spółgłosek tworzy krótki atak lub zakończenie.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest waveform?,Sekwencja próbek amplitudy sygnału audio w czasie. Jest końcowym formatem generowanym przez wokoder.,Bank_37+:_audio_i_SVS Bank_37_plus
Co oznacza sample rate 22050 Hz?,Audio zawiera 22050 próbek na sekundę. Maksymalna reprezentowalna częstotliwość wynosi w przybliżeniu 11025 Hz.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest częstotliwość Nyquista?,"Połowa częstotliwości próbkowania. Składowe powyżej niej powodują aliasing, jeżeli nie zostaną odfiltrowane.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest aliasing?,"Zniekształcenie, w którym częstotliwości powyżej Nyquista pojawiają się jako fałszywe niższe częstotliwości.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest transformata Fouriera?,"Rozkłada sygnał na składowe częstotliwościowe, opisując amplitudę i fazę sinusoid.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest STFT?,"Short-Time Fourier Transform liczy transformatę Fouriera w kolejnych nakładających się oknach, tworząc reprezentację czas–częstotliwość.",Bank_37+:_audio_i_SVS Bank_37_plus
Co oznacza FFT size 1024?,Liczbę punktów transformacji. Wpływa na siatkę częstotliwości i koszt obliczeń. Nie jest tożsama z liczbą pasm mel.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest window length?,Liczba próbek analizowanych w jednej ramce STFT. Dłuższe okno daje lepszą rozdzielczość częstotliwości kosztem czasu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest hop length?,"Przesunięcie pomiędzy kolejnymi oknami. Hop 256 przy 22050 Hz daje krok około 11,6 ms.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest spektrogram?,Macierz energii lub amplitudy częstotliwości w kolejnych chwilach czasu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest skala mel?,Nieliniowa skala częstotliwości przybliżająca percepcję człowieka: większa dokładność dla niższych częstotliwości i silniejsze grupowanie wysokich.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest mel-spektrogram?,"Spektrogram, którego częstotliwości są rzutowane na bank filtrów mel. Jest standardową reprezentacją pośrednią w TTS i SVS.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego stosuje się log-mel?,Logarytm kompresuje duży zakres energii i lepiej odpowiada percepcji głośności. Ułatwia również uczenie modelu.,Bank_37+:_audio_i_SVS Bank_37_plus
Czego mel-spektrogram nie przechowuje?,Nie przechowuje pełnej informacji fazowej i redukuje szczegóły widma. Dlatego rekonstrukcja waveformu nie jest jednoznaczna.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest F0?,"Częstotliwość podstawowa sygnału okresowego, związana z postrzeganą wysokością głosu.",Bank_37+:_audio_i_SVS Bank_37_plus
Czym F0 różni się od formantu?,"F0 wynika z okresowości źródła głosu i określa postrzeganą wysokość. Formanty to rezonanse traktu głosowego, które kształtują samogłoskę i barwę.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest cent?,"Logarytmiczna jednostka interwału. 100 centów to półton, 1200 centów oktawa.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak liczy się błąd wysokości w centach?,"Błąd wysokości liczy się jako 1200 * log2(F0_pred / F0_ref). MAE wykorzystuje wartość bezwzględną tego błędu, zwykle tylko na ramkach voiced.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego błąd w hercach byłby mniej muzyczny?,Ta sama różnica Hz oznacza inny interwał przy niskiej i wysokiej częstotliwości. Centy mierzą względną zmianę wysokości.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest voiced/unvoiced?,"Informacja, czy ramka ma regularną strukturę okresową i zdefiniowane F0. Samogłoski są zwykle voiced, a cisza i spółgłoski bezdźwięczne są unvoiced.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego F0 mierzy się tylko na ramkach voiced?,Dla ciszy i szumu bezdźwięcznego częstotliwość podstawowa nie jest zdefiniowana. Wymuszenie wartości prowadziłoby do sztucznych błędów.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest pYIN?,"Probabilistyczny algorytm estymacji F0, rozszerzający YIN o model probabilistyczny i śledzenie wysokości w czasie.",Bank_37+:_audio_i_SVS Bank_37_plus
Jakie błędy może popełniać estymator F0?,"Błędy oktawowe, utrata detekcji, błędna klasyfikacja voiced/unvoiced oraz śledzenie harmonicznej zamiast częstotliwości podstawowej.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest energia ramki?,Miara amplitudy lub mocy sygnału w krótkim oknie. W SVS steruje obwiednią głośności i dynamiką.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest prosodia?,"Czas, akcent, intonacja, energia, rytm, vibrato, frazowanie i inne cechy wykonania ponad samą sekwencją fonemów.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest embedding?,"Uczony wektor reprezentujący dyskretny token, głos, styl lub język. Podobne elementy mogą otrzymać podobne reprezentacje.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak działa self-attention?,"Każda pozycja tworzy query, key i value. Iloczyny query–key wyznaczają wagi, którymi agregowane są values innych pozycji.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest multi-head attention?,Kilka niezależnych mechanizmów attention analizujących różne podprzestrzenie cech i typy zależności. Wyniki głów są łączone.,Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego Transformer potrzebuje maski paddingu?,"Sekwencje w batchu mają różne długości. Maska uniemożliwia attention korzystanie z dopełnionych, sztucznych pozycji.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest sinusoidalne kodowanie pozycyjne?,"Deterministyczne wektory sinusów i cosinusów o różnych częstotliwościach dodawane do cech, aby model znał kolejność i względne odległości.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest length regulator?,Mechanizm rozszerzający reprezentację zdarzenia do liczby ramek wynikającej z duration. Powtarza wektor fonemu lub nuty zgodnie z czasem.,Bank_37+:_audio_i_SVS Bank_37_plus
Czym model autoregresyjny różni się od nieautoregresyjnego?,"Autoregresyjny generuje kolejne elementy zależnie od poprzednich i jest wolniejszy. Nieautoregresyjny generuje wiele pozycji równolegle, zwykle potrzebując jawnych czasów.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest Conformer?,Architektura łącząca self-attention dla globalnego kontekstu z modułem konwolucyjnym dla lokalnych zależności czasowych.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest depthwise convolution?,Osobna konwolucja dla każdego kanału. Jest tańsza od pełnej konwolucji i w Conformerze modeluje lokalny kontekst czasowy.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest GLU?,"Gated Linear Unit dzieli kanały na część treści i bramkę sigmoid, która kontroluje przepływ informacji.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest score F0?,"Krzywa częstotliwości podstawowej wynikająca bezpośrednio z wysokości nut i ich czasu, po uwzględnieniu transpozycji i przejść.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest predicted F0?,"Krzywa przewidziana przez model akustyczny, zwykle jako odchylenie względem partytury. Może zawierać mikroprozodię, ale też błędy wysokości.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest blend F0?,"Mieszanka score F0 i predicted F0. Ma łączyć kontrolę melodii z naturalnością, lecz w eksperymencie dawała większy błąd niż score F0.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest score-relative F0?,"Model przewiduje odchylenie w centach względem wysokości partytury, zamiast częstotliwości bezwzględnej.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego ogranicza się maksymalne odchylenie F0?,Chroni melodię przed dużymi błędami i stabilizuje trening. Model nadal może przewidywać vibrato i łagodne przejścia.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest teacher forcing?,Podawanie wartości referencyjnej zamiast własnej predykcji modelu jako wejścia kolejnego etapu podczas treningu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest exposure bias?,Różnica pomiędzy treningiem z idealnymi wejściami a inferencją z własnymi błędnymi predykcjami. Może powodować kumulowanie błędów.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest postnet?,Sieć konwolucyjna przewidująca residualną poprawkę do bazowego mel-spektrogramu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest residualny mel refiner?,"Dodatkowa sieć korygująca mel po głównym modelu i postnecie. Uczy się poprawki, a nie całej reprezentacji od zera.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego residualne wyjście inicjalizuje się zerami?,Na początku refiner nie zmienia istniejącej predykcji. Trening może stopniowo nauczyć bezpieczną poprawkę bez natychmiastowego pogorszenia bazowego modelu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest wokoder?,"Model lub algorytm zamieniający reprezentację akustyczną, np. mel-spektrogram, na waveform.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak działa HiFi-GAN?,"Generator zwiększa rozdzielczość czasową mel do waveformu, a dyskryminatory wielookresowe i wieloskalowe uczą go realistycznej periodyczności i szczegółów sygnału.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest GAN?,"Układ generatora i dyskryminatora. Generator tworzy próbki, a dyskryminator odróżnia je od prawdziwych. Oba modele uczą się w konkurencyjnym procesie.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest generator adversarial loss?,"Kara dla generatora, gdy dyskryminator rozpoznaje wygenerowany sygnał jako fałszywy.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest discriminator loss?,"Kara, gdy dyskryminator źle klasyfikuje prawdziwe lub wygenerowane próbki.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest feature matching loss?,Różnica pomiędzy pośrednimi aktywacjami dyskryminatora dla realnego i generowanego audio. Stabilizuje GAN i promuje zgodność strukturalną.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest Multi-Period Discriminator?,Zestaw dyskryminatorów analizujących waveform po ułożeniu go według różnych okresów. Jest wrażliwy na strukturę harmoniczną i periodyczność głosu.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest Multi-Scale Discriminator?,"Analizuje sygnał przy kilku rozdzielczościach czasowych, dzięki czemu widzi lokalne detale i szerszą obwiednię.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest mel sub-band discriminator?,Dyskryminator analizujący oddzielne zakresy pasm mel. Może zwiększyć nacisk na wysokie częstotliwości i lokalny detal widma.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest multi-resolution STFT loss?,"Porównanie spektrogramów przy kilku rozmiarach FFT, oknach i hopach. Łączy ocenę lokalnego i szerszego kontekstu czasowo-częstotliwościowego.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest source-filter model głosu?,"Model, w którym źródło pobudzenia krtaniowego jest filtrowane przez trakt głosowy. Źródło kontroluje pitch, a filtr głównie barwę i formanty.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak działa harmoniczne źródło w wokoderze?,Z F obliczana jest faza sinusoidy i jej harmoniczne. Są one maskowane dla ramek unvoiced i 0 dodawane jako warunek na etapach generatora.,Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego ogranicza się harmoniczne względem Nyquista?,Harmoniczne powyżej Nyquista powodowałyby aliasing i fałszywe składowe.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest pitch-shift sensitivity loss?,"Strata wymagająca, aby celowa zmiana warunku F0 powodowała mierzalną zmianę wyniku. Zapobiega ignorowaniu pitch przez wokoder.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest acoustic–vocoder mismatch?,"Wokoder trenuje się na prawdziwych melach, ale w inferencji dostaje niedoskonałe mele przewidywane. Różnica rozkładu może pogarszać audio.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak zmniejszono acoustic–vocoder mismatch w pracy?,"Wokoder dostrojono na mel-spektrogramach generowanych przez finalny model akustyczny, a nie wyłącznie na reprezentacjach referencyjnych.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest audio-proxy validation?,"Model akustyczny generuje mel, wokoder generuje audio, a z audio ponownie liczy się mel i porównuje z referencją. Metryka obejmuje oba modele.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego audio-proxy nadal nie zastępuje odsłuchu?,"Dwa sygnały o podobnym mel mogą różnić się fazą, artefaktami, zrozumiałością, naturalnością i barwą. Metryka numeryczna jest tylko przybliżeniem percepcji.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest vibrato?,"Okresowa modulacja F0, opisywana szybkością w Hz i głębokością w centach. Zbyt duże vibrato brzmi niestabilnie, zbyt małe może być niesłyszalne.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest pitch drift?,"Powolne odchylenie wysokości w czasie. Niewielkie może zwiększać naturalność, duże brzmi jak fałszowanie.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest onset pitch scoop?,"Krótkie rozpoczęcie nuty poniżej lub powyżej wysokości docelowej i dojście do niej. Jest cechą wykonawczą, ale wymaga ostrożnej kontroli.",Bank_37+:_audio_i_SVS Bank_37_plus
Dlaczego transpozycja może być potrzebna?,Melodia może wychodzić poza zakres wysokości widziany dla danego głosu podczas treningu. Transpozycja przenosi ją do stabilniejszego zakresu.,Bank_37+:_audio_i_SVS Bank_37_plus
Jaka jest wada transpozycji?,Zmienia tonację i może być muzycznie niepożądana. Przy bezpośrednim pitch-shifcie audio może też zmieniać formanty i barwę.,Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest MOS?,"Mean Opinion Score: średnia subiektywna ocena, zwykle w skali 1–5, np. naturalności audio.",Bank_37+:_audio_i_SVS Bank_37_plus
Co to jest CMOS?,"Comparative MOS: ocena preferencji lub różnicy pomiędzy dwiema próbkami, np. od -3 do +3.",Bank_37+:_audio_i_SVS Bank_37_plus
Jak poprawnie wykonać test percepcyjny?,"Zaślepić i zrandomizować próbki, użyć wielu utworów i słuchaczy, rozdzielić kryteria oceny, zebrać metadane o słuchaczach oraz raportować średnie, wariancję i przedziały ufności. 9. Pytania o integrację, testowanie i rozwój systemu",Bank_37+:_audio_i_SVS Bank_37_plus
Po co zapisuje się konfigurację razem z checkpointem?,"Wagi mają sens tylko w połączeniu z architekturą, vocabem, normalizacją, listą głosów, stylów i parametrami cech. Bez tego inferencja może być niezgodna.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Dlaczego vocab.json musi pasować do checkpointu?,Indeksy embeddingów odpowiadają konkretnym tokenom. Inny vocab przypisałby tym samym indeksom inne fonemy.,Bank_37+:_integracja_i_rozwój Bank_37_plus
Dlaczego stats.json musi pasować do modelu?,Model był uczony na cechach znormalizowanych konkretną średnią i odchyleniem. Inne statystyki zmieniają skalę wejścia i wyjścia.,Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest checkpoint compatibility?,"Zgodność wag z architekturą, wymiarami, słownikiem, normalizacją i wersją przygotowania danych.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest test jednostkowy?,"Test małego fragmentu logiki w izolacji, np. konwersji osi czasu, kodowania tokenów lub naprawy taktu.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest test integracyjny?,"Sprawdza współpracę kilku modułów i zgodność ich kontraktów, np. OMR–Score IR–SVS CSV.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest test end-to-end?,Uruchamia pełny przepływ od wejścia użytkownika do końcowego wyniku.,Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest test regresji?,"Sprawdza, czy wcześniej działający przypadek nadal daje oczekiwany wynik po zmianach kodu lub modelu. Golden set jest naturalną podstawą takich testów.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Dlaczego oracle jest przydatne w testach?,"Pozwala zastąpić wynik jednego modułu poprawną referencją i sprawdzić, czy problem pozostaje w dalszej części pipeline’u.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Jak mierzyć propagację błędów?,"Porównywać warianty z kolejno zastępowanymi modułami oracle i mierzyć zmianę jakości Score IR, MIDI i audio.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Jak przekazywać niepewność pomiędzy modułami?,"Zachowywać confidence, alternatywne hipotezy i źródła decyzji zamiast tylko twardej etykiety. Warstwa interpretacji może wykorzystywać reguły i kontekst do wyboru hipotezy.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Co to jest kalibracja modelu?,"Zgodność confidence z rzeczywistą częstością poprawnych predykcji. Model z confidence 0,8 powinien mieć około 80% poprawnych przypadków w tej grupie.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Jak można umożliwić ręczną korektę?,"Interfejs może pozwalać przesuwać boxy, zmieniać klasy, wysokości, czasy i tekst, a następnie ponownie generować tylko Score IR i audio bez uruchamiania modeli obrazu.",Bank_37+:_integracja_i_rozwój Bank_37_plus
