Front,Back,Tags
"Co potrafi wykryć algorytm Bellmana-Forda, czego nie obsługuje Dijkstra?",Bellman-Ford obsługuje ujemne wagi i może wykryć ujemny cykl osiągalny ze źródła. Po |V|-1 relaksacjach dodatkowa poprawa oznacza taki cykl.,Algorytmy_i_numeryczne
Na czym polega algorytm Kruskala?,"Sortuje krawędzie rosnąco według wag i dodaje je, jeśli nie tworzą cyklu z już wybranymi krawędziami. Do sprawdzania składowych zwykle używa się struktury Union-Find.",Algorytmy_i_numeryczne
Co mówi uwarunkowanie macierzy w zadaniu Ax=b?,"Liczba uwarunkowania opisuje wrażliwość rozwiązania na zaburzenia danych. Duża wartość oznacza, że mały błąd w A lub b może dać duży błąd w x.",Algorytmy_i_numeryczne
Dla jakich macierzy stosuje się rozkład Cholesky'ego?,Dla macierzy symetrycznych dodatnio określonych. Rozkład A = LL^T jest wtedy wydajniejszy i stabilny dla tej klasy problemów.,Algorytmy_i_numeryczne
Dlaczego rozkład QR bywa lepszy od równań normalnych w metodzie najmniejszych kwadratów?,"Równania normalne pogarszają uwarunkowanie, bo pojawia się A^T A. QR zwykle daje stabilniejsze numerycznie rozwiązanie, szczególnie przy źle uwarunkowanych danych.",Algorytmy_i_numeryczne
Po co stosuje się splajny w interpolacji?,"Splajny sklejają proste wielomiany na podprzedziałach, zwykle zapewniając gładkość w węzłach. Dają stabilniejszą interpolację niż jeden wielomian wysokiego stopnia.",Algorytmy_i_numeryczne
Czym metoda siecznych różni się od metody Newtona?,"Metoda siecznych przybliża pochodną na podstawie dwóch ostatnich punktów, więc nie wymaga jawnego liczenia pochodnej. Zwykle ma zbieżność szybszą niż liniowa, ale wolniejszą niż Newton.",Algorytmy_i_numeryczne
Dlaczego w problemie wypukłym minimum lokalne jest globalne?,"Wypukłość funkcji i zbioru dopuszczalnego sprawia, że między dwoma punktami nie ma ukrytych dolin niższych od lokalnego minimum. Warunki pierwszego rzędu mają wtedy globalny sens.",Optymalizacja
Na czym polega metoda największego spadku?,"W każdym kroku wybiera kierunek przeciwny do gradientu, czyli lokalnie najszybciej zmniejszający funkcję celu. Długość kroku dobiera się stałą regułą albo przez line search.",Optymalizacja
Po co w optymalizacji stosuje się line search?,"Line search dobiera długość kroku w wybranym kierunku tak, aby wystarczająco zmniejszyć funkcję celu i uniknąć zbyt małych lub zbyt agresywnych aktualizacji.",Optymalizacja
Czym jest luka dualna?,"To różnica między wartością rozwiązania prymalnego i dualnego. Mała luka daje certyfikat bliskości optimum, a w silnej dualności luka w optimum wynosi zero.",Optymalizacja
Jak działa branch and bound?,"Problem dzieli się na podproblemy, liczy ograniczenia dolne lub górne i odcina gałęzie, które nie mogą poprawić najlepszego znalezionego rozwiązania.",Optymalizacja
Czym metaheurystyka różni się od algorytmu dokładnego?,"Metaheurystyka szuka dobrych rozwiązań bez gwarancji optymalności, zwykle przydatna dla trudnych problemów. Algorytm dokładny daje gwarancję optimum, ale może być kosztowny.",Optymalizacja
Jaka jest intuicja symulowanego wyżarzania?,"Algorytm czasem akceptuje gorsze ruchy, aby uciekać z minimów lokalnych. Wraz ze spadkiem temperatury prawdopodobieństwo takich ruchów maleje.",Optymalizacja
Co oznacza własność optymalnej podstruktury w programowaniu dynamicznym?,Optymalne rozwiązanie całego problemu można zbudować z optymalnych rozwiązań podproblemów. Dzięki temu warto zapamiętywać wyniki i unikać wielokrotnego liczenia.,Optymalizacja
Co oznacza trójkąt projektu?,"Pokazuje zależność między zakresem, czasem i kosztem, często z jakością jako skutkiem tych decyzji. Zmiana jednego ograniczenia zwykle wpływa na pozostałe.",Zarządzanie
Po co robi się analizę interesariuszy?,"Żeby ustalić, kto ma wpływ na projekt, jakie ma potrzeby i jak trzeba nim zarządzać komunikacyjnie. Pomaga ograniczać ryzyka oporu i nieporozumień.",Zarządzanie
Czym ryzyko różni się od problemu w projekcie?,"Ryzyko jest potencjalnym zdarzeniem, które może wystąpić. Problem już wystąpił i wymaga działania naprawczego lub decyzji zarządczej.",Zarządzanie
Czym sprint review różni się od retrospektywy?,Review dotyczy produktu i pokazania interesariuszom przyrostu. Retrospektywa dotyczy procesu pracy zespołu i szukania usprawnień na następny sprint.,Zarządzanie
Czym jest product backlog?,"To uporządkowana lista pracy nad produktem: funkcji, poprawek, zmian technicznych i usprawnień. Product Owner dba o priorytety, wartość i przejrzystość backlogu.",Zarządzanie
Czym różni się zapewnianie jakości od kontroli jakości?,"Zapewnianie jakości jest procesowe i prewencyjne: organizuje sposób pracy, aby błędów było mniej. Kontrola jakości sprawdza konkretny produkt lub rezultat.",Zarządzanie
Do czego służy macierz RACI?,"Przypisuje odpowiedzialności: Responsible wykonuje, Accountable odpowiada za wynik, Consulted doradza, Informed jest informowany. Zmniejsza niejasność ról.",Zarządzanie
Co daje CI/CD w projekcie informatycznym?,"CI automatyzuje integrację, testy i szybkie wykrywanie błędów. CD automatyzuje przygotowanie lub wykonanie wdrożeń, skracając drogę od zmiany do działającego systemu.",Zarządzanie
"Jaki warunek musi spełniać heurystyka A*, aby gwarantować optymalność?","Dla przeszukiwania drzew wystarczy dopuszczalność, czyli heurystyka nie przeszacowuje kosztu do celu. W grafach często wymaga się też spójności, aby bezpiecznie domykać wierzchołki.",AI_i_eksperckie
Po co stosuje się alfa-beta pruning w minimaksie?,"Odcina gałęzie drzewa gry, które nie mogą już wpłynąć na ostateczny wybór ruchu. Przy dobrym porządku ruchów pozwala przeszukać znacznie mniej stanów bez zmiany wyniku.",AI_i_eksperckie
Jakie są podstawowe elementy systemu ekspertowego?,"Zwykle wyróżnia się bazę wiedzy, mechanizm wnioskowania, bazę faktów lub pamięć roboczą, moduł pozyskiwania wiedzy oraz interfejs i moduł wyjaśnień.",AI_i_eksperckie
Po co w systemach ekspertowych stosowano współczynniki pewności?,Pozwalały reprezentować niepewność reguł i faktów w sposób prostszy niż pełny rachunek prawdopodobieństwa. Wynik wnioskowania mógł mieć stopień wiarygodności.,AI_i_eksperckie
Jaka jest idea optymalizacji rojem cząstek PSO?,"Cząstki poruszają się po przestrzeni rozwiązań, korzystając z własnego najlepszego położenia i najlepszego położenia znalezionego przez rój. To balans między eksploracją i eksploatacją.",AI_i_eksperckie
Jaka jest intuicja algorytmów mrówkowych ACO?,"Sztuczne mrówki budują rozwiązania, zostawiając i wzmacniając ślady feromonowe na dobrych fragmentach. Parowanie feromonu zapobiega zbyt szybkiemu zablokowaniu się.",AI_i_eksperckie
Czym logika rozmyta różni się od klasycznej dwuwartościowej?,"W logice rozmytej przynależność do zbioru może mieć stopień od 0 do 1. Pozwala to modelować pojęcia nieostre, takie jak wysoka temperatura albo małe ryzyko.",AI_i_eksperckie
Co oznacza kompromis eksploracja-eksploatacja w sztucznej inteligencji?,"Eksploracja sprawdza nowe, niepewne możliwości, a eksploatacja wykorzystuje to, co już wygląda najlepiej. Zbyt dużo jednego składnika daje albo chaos, albo utknięcie lokalne.",AI_i_eksperckie
Czym standaryzacja różni się od skalowania min-max?,"Standaryzacja odejmuje średnią i dzieli przez odchylenie standardowe, więc daje cechy o średniej 0 i odchyleniu 1. Min-max skaluje wartości zwykle do przedziału 0-1.",Dane
Po co stosuje się kodowanie one-hot?,"Zamienia kategorię nominalną na zestaw cech binarnych, żeby model nie traktował arbitralnych numerów kategorii jako porządku lub odległości.",Dane
Na czym polega k-krotna walidacja krzyżowa?,"Dane dzieli się na k części. Model trenuje się k razy, za każdym razem na k-1 częściach i testuje na pozostałej, a wyniki się uśrednia.",Dane
Dlaczego accuracy bywa mylące przy niezbalansowanych klasach?,"Model może osiągnąć wysoką accuracy, przewidując prawie zawsze klasę większościową. Dlatego warto patrzeć też na precision, recall, F1, AUC i macierz pomyłek.",Dane
Czym różni się precision od recall?,"Precision mówi, jaka część pozytywnych predykcji była naprawdę pozytywna. Recall mówi, jaka część rzeczywistych pozytywów została wykryta.",Dane
Co mierzy ROC AUC?,"Mierzy zdolność modelu do rankingowego odróżniania klas dla różnych progów decyzyjnych. Wartość 0.5 odpowiada losowemu rankingowi, a 1.0 idealnemu.",Dane
Czym jest wyciek danych w uczeniu maszynowym?,"To sytuacja, gdy informacje niedostępne w realnym predykcyjnym użyciu trafiają do treningu lub walidacji. Prowadzi do zawyżonej oceny jakości i słabej generalizacji.",Dane
Jak obserwacje odstające mogą wpływać na model?,"Mogą przesuwać średnią, zaburzać skalowanie, mocno wpływać na modele wrażliwe na błąd kwadratowy i powodować niestabilne decyzje. Czasem są błędem, a czasem ważnym sygnałem.",Dane
"Czym różni się funkcja wartości V(s) od funkcji akcji Q(s,a)?","V(s) ocenia oczekiwany zwrot ze stanu przy danej polityce. Q(s,a) ocenia oczekiwany zwrot po wykonaniu konkretnej akcji w stanie, a potem kontynuowaniu polityki.",Uczenie_ze_wzmocnieniem
Co oznacza współczynnik dyskontowania gamma?,"Gamma określa, jak bardzo agent ceni przyszłe nagrody względem natychmiastowych. Im bliżej 1, tym dłuższy horyzont planowania; im bliżej 0, tym większy nacisk na teraźniejszość.",Uczenie_ze_wzmocnieniem
Jak działa strategia epsilon-greedy?,"Z prawdopodobieństwem epsilon agent wybiera akcję losową, a w pozostałych przypadkach akcję aktualnie najlepszą. To prosty sposób wymuszenia eksploracji.",Uczenie_ze_wzmocnieniem
Czym SARSA różni się od Q-learningu?,SARSA jest on-policy: aktualizuje wartość na podstawie akcji faktycznie wybranej przez bieżącą politykę. Q-learning jest off-policy i używa maksimum po akcjach w następnym stanie.,Uczenie_ze_wzmocnieniem
Czym jest zwrot G_t w uczeniu ze wzmocnieniem?,To suma zdyskontowanych nagród od chwili t w przyszłość. Agent zwykle maksymalizuje oczekiwaną wartość takiego zwrotu.,Uczenie_ze_wzmocnieniem
Czym różni się podejście model-based od model-free?,"Model-based uczy się lub wykorzystuje model przejść i nagród środowiska, więc może planować. Model-free uczy bezpośrednio polityki albo wartości z doświadczenia.",Uczenie_ze_wzmocnieniem
Po co stosuje się reward shaping?,"Dodaje się pomocniczy sygnał nagrody, aby ułatwić uczenie i skierować eksplorację. Trzeba uważać, żeby nie zmienić niezamierzenie właściwego celu zadania.",Uczenie_ze_wzmocnieniem
Dlaczego eksploracja jest potrzebna w RL?,Bez eksploracji agent może nigdy nie odkryć lepszych akcji i utknąć przy pierwszej sensownej strategii. Eksploracja zbiera informacje o konsekwencjach alternatywnych działań.,Uczenie_ze_wzmocnieniem
Czym różni się zadanie epizodyczne od ciągłego w RL?,"W zadaniu epizodycznym interakcja kończy się stanem terminalnym, np. koniec gry albo dojazd do celu. W zadaniu ciągłym agent działa bez naturalnego końca, np. sterowanie procesem. Ma to wpływ na definicję zwrotu, dyskontowanie i sposób oceny polityki.",Uczenie_ze_wzmocnieniem
Czym różni się polityka deterministyczna od stochastycznej?,Polityka deterministyczna przypisuje każdemu stanowi jedną akcję. Polityka stochastyczna przypisuje rozkład prawdopodobieństwa po akcjach. Stochastyczność pomaga w eksploracji i jest naturalna w metodach opartych na gradiencie polityki.,Uczenie_ze_wzmocnieniem
Na czym polega problem credit assignment w RL?,"Trzeba ustalić, które wcześniejsze akcje odpowiadają za późniejszą nagrodę lub karę. Jest to trudne, gdy nagroda jest opóźniona, epizody są długie, a wiele decyzji po drodze wpływa na wynik. Metody TD, n-step i eligibility traces pomagają rozdzielać ten sygnał w czasie.",Uczenie_ze_wzmocnieniem
Czym jest problem wielorękiego bandyty?,"Agent wielokrotnie wybiera jedną z akcji, czyli ramion, i obserwuje nagrodę, ale nie ma przejść między stanami. Problem skupia się prawie wyłącznie na kompromisie eksploracja-eksploatacja: czy wybierać akcję, która dotąd była najlepsza, czy testować inne.",Uczenie_ze_wzmocnieniem
Co oznacza regret w problemach bandyckich?,"Regret mierzy stratę względem strategii, która od początku wybierałaby najlepszą akcję. Jeśli agent długo eksperymentuje ze słabymi akcjami albo zbyt wcześnie przywiąże się do złej akcji, regret rośnie. To miara kosztu uczenia się przez eksplorację.",Uczenie_ze_wzmocnieniem
Czym strategia greedy różni się od epsilon-greedy?,"Greedy zawsze wybiera akcję o najwyższej aktualnej estymacji wartości, więc może szybko utknąć przy błędnym wczesnym oszacowaniu. Epsilon-greedy czasem wybiera akcję losową, dzięki czemu utrzymuje prostą eksplorację kosztem części nagród krótkoterminowych.",Uczenie_ze_wzmocnieniem
Po co zmniejsza się epsilon w trakcie uczenia?,"Duży epsilon na początku pomaga poznać środowisko, a mniejszy później pozwala częściej wykorzystywać znalezioną dobrą politykę. Taki harmonogram jest próbą przejścia od eksploracji do eksploatacji. Zbyt szybkie zmniejszenie grozi utknięciem, a zbyt wolne marnuje nagrody.",Uczenie_ze_wzmocnieniem
Jak działa eksploracja softmax/Boltzmann?,"Akcje są losowane z rozkładu, w którym lepiej oceniane akcje mają większe prawdopodobieństwo, ale słabsze nadal mogą zostać wybrane. Temperatura steruje losowością: wysoka daje bardziej równy rozkład, niska zbliża wybór do greedy.",Uczenie_ze_wzmocnieniem
Jaka jest intuicja strategii UCB?,"UCB wybiera akcje według sumy estymowanej wartości i premii za niepewność. Akcja rzadko próbowana dostaje większą premię, więc agent eksploruje tam, gdzie ma mało danych. Gdy akcja jest często sprawdzana, premia maleje i liczy się głównie średnia nagroda.",Uczenie_ze_wzmocnieniem
Czym contextual bandit różni się od pełnego RL?,"Contextual bandit widzi kontekst, wybiera akcję i dostaje nagrodę, ale zwykle nie modeluje długiego wpływu akcji na przyszłe stany. Pełne RL uwzględnia sekwencję stanów i to, że dzisiejsza akcja zmienia sytuację decyzyjną w kolejnych krokach.",Uczenie_ze_wzmocnieniem
Co robi policy evaluation?,"Policy evaluation oblicza lub przybliża funkcję wartości dla ustalonej polityki. Nie szuka jeszcze lepszej polityki, tylko odpowiada na pytanie: jaki zwrot osiągniemy, jeśli będziemy działać według tej reguły. To pierwszy krok w iteracji polityki.",Uczenie_ze_wzmocnieniem
Co oznacza policy improvement?,"Policy improvement tworzy lepszą politykę na podstawie aktualnych wartości, zwykle wybierając akcje zachłannie względem V lub Q. Intuicja jest taka: jeśli znamy konsekwencje akcji, możemy w każdym stanie wybrać tę z najlepszym oczekiwanym zwrotem.",Uczenie_ze_wzmocnieniem
Czym różni się policy iteration od value iteration?,"Policy iteration naprzemiennie ocenia bieżącą politykę i ją ulepsza. Value iteration łączy te idee, wykonując aktualizacje wartości bliższe równaniu optymalności Bellmana i dopiero z wartości odczytuje politykę. Obie metody wymagają modelu MDP.",Uczenie_ze_wzmocnieniem
Czym jest generalized policy iteration?,"To ogólna idea, że uczenie wartości i poprawianie polityki mogą zachodzić równolegle lub naprzemiennie. Wiele algorytmów RL można rozumieć jako przybliżoną wersję tego schematu: estymacje wartości prowadzą politykę, a polityka generuje nowe doświadczenie.",Uczenie_ze_wzmocnieniem
Na czym polega metoda Monte Carlo w predykcji wartości?,"Monte Carlo estymuje wartość stanu lub pary stan-akcja ze średnich zwrotów obserwowanych w pełnych epizodach. Nie potrzebuje modelu przejść, ale musi poczekać na koniec epizodu i może mieć dużą wariancję.",Uczenie_ze_wzmocnieniem
Co oznaczają exploring starts w metodach Monte Carlo?,"Exploring starts zakładają, że epizody mogą zaczynać się z różnych par stan-akcja tak, aby każda para miała szansę zostać odwiedzona. To techniczne założenie pomaga zapewnić eksplorację, ale w praktycznych środowiskach często jest nierealistyczne.",Uczenie_ze_wzmocnieniem
Po co w off-policy Monte Carlo stosuje się importance sampling?,"Importance sampling koryguje różnicę między polityką, która generowała dane, a polityką, którą chcemy ocenić. Dzięki temu można uczyć się o polityce docelowej z epizodów zebranych inną polityką, ale estymator może mieć dużą wariancję.",Uczenie_ze_wzmocnieniem
Czym Expected SARSA różni się od zwykłej SARSA?,"SARSA używa wartości faktycznie wybranej następnej akcji. Expected SARSA bierze wartość oczekiwaną po możliwych następnych akcjach zgodnie z bieżącą polityką. Zwykle zmniejsza wariancję celu aktualizacji, ale wymaga policzenia średniej po akcjach.",Uczenie_ze_wzmocnieniem
Po co stosuje się n-krokowe metody TD?,"Metody n-krokowe łączą TD(0) i Monte Carlo. Zamiast patrzeć tylko jeden krok albo aż do końca epizodu, używają zwrotu z kilku kolejnych kroków. Parametr n reguluje kompromis między biasem, wariancją i szybkością propagacji nagród.",Uczenie_ze_wzmocnieniem
Czym są eligibility traces i TD(lambda)?,"Eligibility traces przechowują ślad niedawno odwiedzonych stanów lub akcji, aby późniejszy błąd TD mógł aktualizować kilka wcześniejszych decyzji. TD(lambda) steruje zanikiem tego śladu: lambda bliskie 0 przypomina TD(0), a bliskie 1 bardziej Monte Carlo.",Uczenie_ze_wzmocnieniem
Czym jest Dyna-Q?,"Dyna-Q łączy bezpośrednie uczenie z doświadczenia z planowaniem na podstawie nauczonego modelu środowiska. Po prawdziwym kroku agent aktualizuje Q, zapisuje model przejścia i wykonuje dodatkowe symulowane aktualizacje. To przykład połączenia model-free i model-based.",Uczenie_ze_wzmocnieniem
Czym model próbkowy różni się od pełnego modelu rozkładu przejść?,"Model próbkowy potrafi wygenerować przykładowy następny stan i nagrodę dla zadanej pary stan-akcja. Pełny model rozkładu opisuje prawdopodobieństwa wszystkich możliwych następnych stanów. Do planowania często wystarcza model próbkowy, zwłaszcza gdy przestrzeń jest duża.",Uczenie_ze_wzmocnieniem
Po co stosuje się aproksymację funkcji w RL?,"Tablice V lub Q są możliwe tylko dla małych, dyskretnych przestrzeni. Przy wielu stanach, cechach ciągłych albo obrazach trzeba aproksymować wartości lub politykę modelem, np. liniowym albo siecią neuronową. Pozwala to generalizować między podobnymi stanami.",Uczenie_ze_wzmocnieniem
Dlaczego sieci neuronowe mogą destabilizować uczenie RL?,"Dane nie są niezależne, bo kolejne obserwacje pochodzą z jednej trajektorii. Cele aktualizacji też się zmieniają, ponieważ model uczy się z własnych przewidywań. Do tego polityka zbierająca dane zmienia rozkład odwiedzanych stanów. Dlatego deep RL wymaga stabilizacji.",Uczenie_ze_wzmocnieniem
Jaka jest idea semi-gradient TD przy aproksymacji wartości?,"Wartość V lub Q zależy od parametrów modelu, np. wag sieci. Semi-gradient TD aktualizuje parametry tak, aby zmniejszyć błąd względem celu TD, ale traktuje ten cel jako stały w danym kroku. To praktyczny kompromis używany w wielu algorytmach z aproksymacją.",Uczenie_ze_wzmocnieniem
Czym jest DQN?,"DQN to deep Q-network, czyli Q-learning z siecią neuronową aproksymującą Q(s,a). Klasycznie stosuje experience replay i target network, aby ustabilizować uczenie. Dzięki temu Q-learning można zastosować np. do wejść obrazowych zamiast małych tabel.",Uczenie_ze_wzmocnieniem
Po co w DQN stosuje się experience replay?,"Replay buffer przechowuje wcześniejsze przejścia i pozwala trenować na losowanych mini-batchach. Zmniejsza korelację kolejnych próbek, umożliwia wielokrotne wykorzystanie doświadczenia i stabilizuje uczenie sieci Q.",Uczenie_ze_wzmocnieniem
Po co w DQN stosuje się target network?,"Target network to wolniej aktualizowana kopia sieci Q używana do liczenia celu TD. Dzięki temu cel nie zmienia się w każdym kroku tak gwałtownie jak bieżąca sieć, co ogranicza niestabilność i oscylacje uczenia.",Uczenie_ze_wzmocnieniem
Jaki problem rozwiązuje Double DQN?,"Zwykły DQN może zawyżać wartości Q, bo ten sam model wybiera najlepszą akcję i ocenia jej wartość. Double DQN rozdziela wybór akcji od jej oceny, przez co zmniejsza overestimation bias i często daje stabilniejsze wyniki.",Uczenie_ze_wzmocnieniem
Jaka jest intuicja dueling DQN?,"Dueling DQN rozdziela estymację wartości stanu od przewagi poszczególnych akcji. Pomaga to zwłaszcza wtedy, gdy wiele akcji ma podobny efekt i najpierw warto dobrze ocenić sam stan. Architektura potem składa te informacje w wartości Q.",Uczenie_ze_wzmocnieniem
Czym metody policy gradient różnią się od metod wartości?,"Metody wartości uczą V lub Q i zwykle wybierają akcje pośrednio, np. zachłannie względem Q. Policy gradient optymalizuje parametry polityki bezpośrednio w kierunku większego oczekiwanego zwrotu. Jest to naturalne dla polityk stochastycznych i akcji ciągłych.",Uczenie_ze_wzmocnieniem
Czym jest REINFORCE i po co dodaje się baseline?,"REINFORCE to podstawowy algorytm gradientu polityki, który wzmacnia akcje prowadzące do wysokiego zwrotu. Baseline, często przybliżenie V(s), odejmuje typową wartość zwrotu, dzięki czemu zmniejsza wariancję estymatora bez zmiany oczekiwanego kierunku gradientu.",Uczenie_ze_wzmocnieniem
Na czym polega podejście actor-critic?,"Actor uczy polityki, czyli sposobu wyboru akcji. Critic ocenia działania aktora przez funkcję wartości lub błąd TD. Dzięki temu polityka dostaje bardziej informacyjny sygnał uczenia niż sam końcowy zwrot, a critic pomaga obniżyć wariancję gradientu.",Uczenie_ze_wzmocnieniem
Jaka jest intuicja PPO?,"PPO aktualizuje politykę tak, aby poprawiać wynik, ale nie oddalać się zbyt gwałtownie od starej polityki. Ograniczenie zmiany stabilizuje uczenie, bo zbyt duży krok może zepsuć politykę i sprawić, że zebrane dane przestaną pasować do aktualnego modelu.",Uczenie_ze_wzmocnieniem
Po co w niektórych metodach RL dodaje się premię za entropię?,"Premia za entropię zachęca politykę do pozostawania mniej pewną i bardziej eksploracyjną. Pomaga uniknąć zbyt szybkiego zapadnięcia się do jednej akcji. W metodach typu maximum entropy, takich jak SAC, eksploracja jest częścią samego celu optymalizacji.",Uczenie_ze_wzmocnieniem
Dlaczego akcje ciągłe są trudniejsze dla klasycznego Q-learningu?,"W dyskretnym Q-learningu można policzyć maksimum po skończonej liczbie akcji. Przy akcjach ciągłych maksimum po akcjach jest problemem optymalizacji, często kosztownym i niestabilnym. Dlatego stosuje się metody actor-critic, w których actor bezpośrednio proponuje akcję.",Uczenie_ze_wzmocnieniem
Czym jest multi-agent reinforcement learning?,"W multi-agent RL w środowisku działa wielu agentów, którzy mogą współpracować, konkurować albo robić jedno i drugie. Trudność polega na tym, że z perspektywy jednego agenta środowisko zmienia się wraz z uczeniem innych agentów, więc problem staje się niestacjonarny.",Uczenie_ze_wzmocnieniem
Czym różni się state-space planning od plan-space planning?,"State-space planning przeszukuje przestrzeń stanów świata: węzeł oznacza konkretny stan, a akcje prowadzą do kolejnych stanów. Może iść do przodu od stanu początkowego albo wstecz od celu. Plan jest wtedy ścieżką stanów i akcji. Plan-space planning przeszukuje przestrzeń częściowych planów: węzeł oznacza niekompletny plan z akcjami, ograniczeniami kolejności, causal links i otwartymi warunkami. Rozszerzenie polega na dodaniu akcji lub ograniczeń aż plan spełni cele i nie będzie konfliktów. Plan-space jest bardziej least-commitment: nie narzuca pełnej kolejności niezależnych akcji zbyt wcześnie.",Uczenie_ze_wzmocnieniem
Hierarchia Chomsky'ego i odpowiadające jej hierarchie gramatyk i automatów.,"Hierarchia Chomsky'ego porządkuje klasy języków formalnych według siły gramatyk. Typ 3 to języki regularne, gramatyki regularne i automaty skończone. Typ 2 to języki bezkontekstowe, gramatyki bezkontekstowe i automaty ze stosem. Typ 1 to języki kontekstowe rozpoznawane przez liniowo ograniczone maszyny Turinga. Typ 0 to języki rekurencyjnie przeliczalne, gramatyki bez ograniczeń i maszyny Turinga. Każdy wyższy poziom obejmuje poprzedni i pozwala opisać bogatszą strukturę języka.",Teoria_i_złożoność Pytania_ze_strony_MiNI
Czym jest złożoność obliczeniowa algorytmu?,"Złożoność obliczeniowa opisuje, jak rośnie koszt działania algorytmu wraz z rozmiarem wejścia. Najczęściej analizuje się czas i pamięć, używając notacji asymptotycznych O, Omega i Theta. Ważne jest odróżnienie złożoności pesymistycznej, średniej i oczekiwanej. Złożoność nie mówi o dokładnym czasie na konkretnym komputerze, tylko o skalowaniu metody i możliwości praktycznego użycia dla dużych danych.",Teoria_i_złożoność Pytania_ze_strony_MiNI
Jak charakteryzuje się klasy problemów ze względu na złożoność obliczeniową algorytmów rozwiązujących je? Na czym polega problem P-NP?,"Problemy klasyfikuje się według zasobów potrzebnych do ich rozwiązania lub weryfikacji. P obejmuje problemy rozwiązywalne deterministycznie w czasie wielomianowym. NP obejmuje problemy, dla których kandydat rozwiązania może być zweryfikowany w czasie wielomianowym. Problemy NP-trudne są co najmniej tak trudne jak wszystkie problemy z NP, a NP-zupełne są jednocześnie w NP i NP-trudne. Pytanie P-NP brzmi, czy każdy problem z szybko weryfikowalnym rozwiązaniem ma też szybki algorytm znajdujący rozwiązanie. Powszechnie uważa się, że P jest różne od NP, ale nie ma dowodu.",Teoria_i_złożoność Pytania_ze_strony_MiNI
"Jak testować i szukać błędów w implementacji metod inteligencji obliczeniowej, szczególnie wykorzystujących losowość?","Najpierw trzeba zapewnić reprodukowalność: zapisywać seedy, wersje bibliotek, dane i parametry. Deterministyczne części algorytmu warto testować osobno testami jednostkowymi i na małych przykładach z oczekiwanym wynikiem. Dla części losowych uruchamia się wiele powtórzeń, analizuje rozkład wyników, sprawdza niezmienniki i porównuje z prostymi baseline'ami. Pojedynczy dobry lub zły przebieg nie wystarcza, bo może wynikać z naturalnej zmienności.",Teoria_i_złożoność Pytania_ze_strony_MiNI
Jak prowadzić eksperymenty obliczeniowe?,"Eksperyment powinien mieć jasne pytanie badawcze, opis danych, protokół podziału na zbiory, ustalone metryki i uczciwe baseline'y. Parametry dobiera się na walidacji, a test zostawia do końcowej oceny. Dla metod losowych raportuje się wiele uruchomień, średnią, odchylenie lub medianę i kwartyle. Wyniki powinny być odtwarzalne: trzeba podać kod, konfigurację, seedy, sprzęt i wersje bibliotek. Ważna jest też interpretacja, czyli nie tylko kto wygrał, ale czy różnica jest istotna i praktycznie znacząca.",Teoria_i_złożoność Pytania_ze_strony_MiNI
Problem komiwojażera - definicja i algorytmy rozwiązywania.,"W problemie komiwojażera trzeba znaleźć najkrótszy cykl odwiedzający każde miasto dokładnie raz i wracający do punktu startu. Wersja decyzyjna TSP jest NP-zupełna. Dokładnie można go rozwiązywać przeglądem permutacji, programowaniem dynamicznym Held-Karpa albo branch and bound, ale metody te szybko stają się kosztowne. W praktyce używa się heurystyk i metaheurystyk, np. najbliższego sąsiada, 2-opt, symulowanego wyżarzania, algorytmów genetycznych lub mrówkowych. Dla wariantu metrycznego istnieją też algorytmy aproksymacyjne.",Algorytmy_i_numeryczne Pytania_ze_strony_MiNI
Na czym polegają zadania interpolacji i jakie są zastosowania interpolacji?,"Interpolacja polega na wyznaczeniu funkcji przechodzącej przez znane punkty pomiarowe, aby szacować wartości między nimi. Stosuje się wielomiany interpolacyjne, postać Lagrange'a lub Newtona, funkcje sklejane i splajny. Interpolacja przydaje się w aproksymacji danych, grafice, przetwarzaniu sygnałów, metodach numerycznych i rekonstrukcji brakujących próbek. Trzeba uważać na oscylacje wysokich wielomianów i odróżniać interpolację od aproksymacji, która nie musi przechodzić dokładnie przez punkty.",Algorytmy_i_numeryczne Pytania_ze_strony_MiNI
Jakie są metody skończone rozwiązywania układów równań liniowych?,"Metody skończone, czyli bezpośrednie, dają rozwiązanie po skończonej liczbie operacji arytmetycznych w modelu dokładnym. Podstawą jest eliminacja Gaussa, często z pivotingiem dla stabilności numerycznej. Stosuje się też rozkłady macierzy: LU, Cholesky dla macierzy symetrycznych dodatnio określonych oraz QR, szczególnie w problemach najmniejszych kwadratów. W praktyce ważne są uwarunkowanie macierzy, błędy zaokrągleń, rzadkość macierzy i koszt rzędu O(n^3) dla pełnych macierzy.",Algorytmy_i_numeryczne Pytania_ze_strony_MiNI
Jakie są metody poszukiwania zer funkcji jednej zmiennej?,"Dla funkcji jednej zmiennej można użyć metod przedziałowych, takich jak bisekcja, które są wolniejsze, ale bezpieczne przy zmianie znaku na przedziale. Metoda Newtona wykorzystuje pochodną i zwykle zbiega szybko lokalnie, ale wymaga dobrego punktu startowego i może się rozbiec. Metoda siecznych nie wymaga jawnej pochodnej, a regula falsi łączy ideę siecznej z utrzymaniem przedziału. W praktyce wybór zależy od dostępności pochodnej, wymaganej niezawodności i gładkości funkcji.",Algorytmy_i_numeryczne Pytania_ze_strony_MiNI
